candle_begin_time,close,每次投入资金,累计投入资金,每次买币数量,累计买币数量,平均持有成本,币市值
2013-03-31,93.03299999999999,100,100,1.0727376307331808,1.0727376307331808,93.2194388777555,99.8
2013-04-01,103.999,100,200,0.9596246117751133,2.0323622425082943,98.40765382118329,211.3636408586201
2013-04-02,118.22935407,100,300,0.8441220100120945,2.876484252520389,104.29398309312438,340.0848751680124
2013-04-03,134.7,100,400,0.74090571640683,3.617389968927219,110.57696389826194,487.2624288144964
2013-04-04,132.899,100,500,0.7509462072701826,4.368336176197402,114.46005523211485,580.5475094804585
2013-04-05,142.3,100,600,0.7013352073085031,5.069671383505905,118.35086628141036,721.4142378728903
2013-04-06,143.05,100,700,0.6976581614819992,5.767329544987904,121.37333137280751,825.0164914105197
2013-04-07,162.304,100,800,0.6148955047318612,6.382225049719765,125.34813388241878,1035.8606544697168
2013-04-08,186.985,100,900,0.5337326523517929,6.915957702071558,130.13382076215132,1293.1803509218503
2013-04-09,232.99,100,1000,0.4283445641443839,7.344302266215942,136.15997323531147,1711.1489850056523
2013-04-10,162.0,100,1100,0.6160493827160494,7.960351648931991,138.18485018153473,1289.5769671269825
2013-04-11,100.0,100,1200,0.998,8.958351648931991,133.95321450046708,895.8351648931991
2013-04-12,112.0,100,1300,0.8910714285714286,9.84942307750342,131.98742604216744,1103.1353846803831
2013-04-13,91.1,100,1400,1.0954994511525797,10.944922528656,127.91319411668007,997.0824423605616
2013-04-14,90.171,100,1500,1.1067859954974437,12.051708524153444,124.4636805639444,1086.7146093314402
2013-04-15,83.302,100,1600,1.1980504669755827,13.249758991129026,120.7569134707455,1103.7314234790301
2013-04-16,67.58800000000001,100,1700,1.4765934781322128,14.726352469261238,115.43931218191751,995.3247106924287
2013-04-17,93.06299999999999,100,1800,1.072391820594651,15.79874428985589,113.93310550356524,1470.2785398468584
2013-04-18,111.3,100,1900,0.8966756513926325,16.695419941248524,113.80366631603957,1858.2002394609606
2013-04-19,119.0,100,2000,0.838655462184874,17.5340754034334,114.0636135058695,2086.5549730085745
2013-04-20,127.0,100,2100,0.7858267716535433,18.31990217508694,114.62943305755037,2326.6275762360415
2013-04-21,117.618,100,2200,0.8485095818667211,19.168411756953663,114.77215889844985,2254.550254029376
2013-04-22,126.5,100,2300,0.7889328063241107,19.957344563277776,115.24579298150125,2524.6040872546387
2013-04-23,143.484,100,2400,0.6955479356583312,20.652892498936108,116.2064829477823,2963.359627317349
2013-04-24,154.6,100,2500,0.6455368693402329,21.29842936827634,117.37954741975992,3292.737180335522
2013-04-25,141.9,100,2600,0.7033121916842846,22.001741559960625,118.17246343496515,3122.0471273584126
2013-04-26,137.3,100,2700,0.7268754552075746,22.7286170151682,118.7929735539177,3120.639116182594
2013-04-27,128.5,100,2800,0.7766536964980545,23.505270711666256,119.1222187715664,3020.427286449114
2013-04-28,135.28,100,2900,0.7377291543465404,24.242999866012795,119.62215963485703,3279.593021874211
2013-04-29,144.0,100,3000,0.6930555555555555,24.93605542156835,120.3077210602107,3590.7919807058424
2013-04-30,139.88,100,3100,0.7134686874463827,25.649524109014735,120.85994215036838,3587.855432368981
2013-05-01,116.0,100,3200,0.8603448275862069,26.50986893660094,120.70976313209565,3075.1447966457094
2013-05-02,106.6,100,3300,0.9362101313320825,27.446079067933024,120.23575359642525,2925.75202864166
2013-05-03,98.06,100,3400,1.0177442382214972,28.46382330615452,119.44987022403429,2791.162513401512
2013-05-04,112.5,100,3500,0.8871111111111111,29.35093441726563,119.2466294340916,3301.9801219423834
2013-05-05,116.57,100,3600,0.856137942866947,30.207072360132578,119.17738856253065,3521.2384250206546
2013-05-06,112.0,100,3700,0.8910714285714286,31.098143788704007,118.97816233469139,3482.9921043348486
2013-05-07,110.0,100,3800,0.9072727272727272,32.005416515976734,118.72990304947551,3520.595816757441
2013-05-08,113.5,100,3900,0.879295154185022,32.88471167016176,118.59614398075142,3732.4147745633595
2013-05-09,112.669,100,4000,0.8857804720020591,33.77049214216382,118.44660075314209,3804.887579165455
2013-05-10,117.87,100,4100,0.846695512004751,34.61718765416857,118.43827525677933,4080.3279087968494
2013-05-11,115.57600000000001,100,4200,0.8635010728871045,35.48068872705567,118.3742523238368,4100.716080318187
2013-05-12,114.3,100,4300,0.8731408573928259,36.3538295844485,118.28189902280505,4155.242721502464
2013-05-13,117.979,100,4400,0.8459132557489045,37.1997428401974,118.28038755271812,4388.788460543649
2013-05-14,111.551,100,4500,0.8946580487848607,38.094400888982264,118.12759605051299,4249.468513566861
2013-05-15,108.95,100,4600,0.9160165213400642,39.010417410322326,117.9172207160957,4250.184976854617
2013-05-16,115.0,100,4700,0.8678260869565217,39.878243497278845,117.85875173566038,4585.998002187067
2013-05-17,117.62,100,4800,0.8484951538853936,40.72673865116424,117.85868839421013,4790.279000149938
2013-05-18,118.52,100,4900,0.8420519743503206,41.56879062551456,117.87689577363896,4926.733064935986
2013-05-19,118.25,100,5000,0.8439746300211417,42.4127652555357,117.88903576258568,5015.309491467096
2013-05-20,118.09,100,5100,0.8451181302396478,43.25788338577535,117.89758538387136,5108.323449026211
2013-05-21,117.0,100,5200,0.852991452991453,44.110874838766804,117.88476240852027,5160.972356135716
2013-05-22,119.11,100,5300,0.8378809503819998,44.948755789148805,117.91205133378767,5353.846302045514
2013-05-23,123.83,100,5400,0.805943632399257,45.75469942154806,118.02066385025543,5665.804429370296
2013-05-24,128.7,100,5500,0.7754467754467755,46.530146196994835,118.20293829971287,5988.429815553235
2013-05-25,128.97,100,5600,0.7738233697759169,47.30396956677075,118.38329956845287,6100.792955026424
2013-05-26,130.24,100,5700,0.7662776412776412,48.07024720804839,118.57646529942642,6260.668996376223
2013-05-27,126.25,100,5800,0.7904950495049505,48.86074225755334,118.70470508669734,6168.668710016109
2013-05-28,125.5,100,5900,0.795219123505976,49.65596138105931,118.81755656130517,6231.823153322944
2013-05-29,130.35,100,6000,0.7656309934790948,50.421592374538406,118.9966384923187,6572.454566021081
2013-05-30,126.7,100,6100,0.7876874506708761,51.20927982520928,119.11903508154971,6488.215753854016
2013-05-31,127.9,100,6200,0.7802971071149335,51.98957693232421,119.25467306784692,6649.466889644267
2013-06-01,128.77,100,6300,0.7750252387978566,52.76460217112207,119.39822799323547,6794.49782157539
2013-06-02,123.8,100,6400,0.8061389337641358,53.57074110488621,119.46819976728403,6632.057748784912
2013-06-03,123.1,100,6500,0.8107229894394802,54.38146409432569,119.52602064419644,6694.358230011492
2013-06-04,120.43,100,6600,0.8286971684796146,55.21016126280531,119.54321177551736,6648.959720879644
2013-06-05,121.19,100,6700,0.8235002888027065,56.03366155160801,119.57098312822515,6790.719443439375
2013-06-06,119.28,100,6800,0.8366867873910128,56.87034833899902,119.57021890328177,6783.495149875804
2013-06-07,111.07,100,6900,0.8985324570090935,57.76888079600812,119.44146926379082,6416.389590012622
2013-06-08,109.13,100,7000,0.9145056354806196,58.68338643148874,119.28418630326165,6404.117961268366
2013-06-09,100.0,100,7100,0.998,59.68138643148874,118.96506473003014,5968.138643148874
2013-06-10,104.18,100,7200,0.9579573814551736,60.63934381294391,118.73479406719945,6317.406838432497
2013-06-11,107.36,100,7300,0.9295827123695976,61.56892652531351,118.56630303597498,6610.039951757658
2013-06-12,106.68,100,7400,0.9355080614923134,62.50443458680582,118.39159971478375,6667.973081720445
2013-06-13,102.0,100,7500,0.9784313725490196,63.48286595935484,118.14211420136428,6475.252327854194
2013-06-14,99.0,100,7600,1.0080808080808081,64.49094676743564,117.84599825161163,6384.603729976129
2013-06-15,99.42,100,7700,1.0038221685777509,65.4947689360134,117.56664120034823,6511.489927618452
2013-06-16,99.0,100,7800,1.0080808080808081,66.5028497440942,117.2882068966177,6583.782124665327
2013-06-17,100.49,100,7900,0.9931336451388199,67.49598338923303,117.04400178070757,6782.671370784027
2013-06-18,104.12,100,8000,0.958509412216673,68.4544928014497,116.86595974355943,7127.481790486943
2013-06-19,104.99,100,8100,0.950566720640061,69.40505952208976,116.70618908441378,7286.837199224204
2013-06-20,104.55,100,8200,0.9545671927307509,70.35962671482051,116.54410892820665,7356.098973034484
2013-06-21,101.29,100,8300,0.9852897620693059,71.34491647688981,116.33624944656783,7226.526589944169
